texts,words,score
来设想一下董今后的生活好了。他的庭审照片看起来几乎可以说是文质彬彬，比起之前的乡下老头，看起来几乎是个办公室里出来的。他所作所为在当地看起来理所当然的话，他服刑期间是否会得到广泛同情？被特殊保护？会因为“为人老实”“表现良好”提前出狱吗？出狱之后房地齐全，孩子一大堆，官方严防死守不会让任何人来“打扰”他，不能做营生也不可能让他饿死，他会像个厉害的退休人员一样，有官家护着，衣食无忧，在公费新房子里渡过余生。至于他的孩子，年纪大懂事的，能够说出这些年发生了什么的，也会有这种待遇吧。绑架一个女人，生一群孩子，然后获得终身亲卫。哈哈。,"['设想', '一下', '董', '今后', '生活', '庭审', '照片', '看起来', '几乎', '说', '文质彬彬', '比起', '之前', '乡下', '老头', '看起来', '几乎', '办公室', '里', '所作所为', '看起来', '理所当然', '服刑', '期间', '是否', '会', '得到', '广泛', '同情', '特殊', '保护', '会', '老实', '表现', '良好', '提前', '出狱', '出狱', '之后', '房', '齐全', '孩子', '一大堆', '官方', '严防死守', '不会', '任何人', '打扰', '不能', '做', '营生', '也', '可能', '饿死', '他会', '厉害', '退休', '人员', '官家', '护着', '衣食无忧', '公费', '新房子', '里', '渡过', '余生', '孩子', '年纪', '懂事', '能够', '说出', '年', '发生', '什么', '也', '会', '这种', '待遇', '绑架', '一个', '女人', '生', '一群', '孩子', '获得', '终身', '亲卫']",13.0
1号777 ,"['1', '号', '777', ' ']",0
她明明不是小花梅，假话说的太久，就能变成真相吗？董应该被关到死，至少也要买卖同罪。凭什么毁掉别人的一生只需要九年就能付清？槽点太多我只能回以沉默 ,"['明明', '小花', '梅', '假话', '说', '太久', '变成', '真相', '董', '应该', '关到', '死', '至少', '也', '买卖', '同罪', '什么', '毁掉', '一生', '需要', '九年', '付清', '槽', '点', '太', '只能', '回以', '沉默', ' ']",0
没关系，我会紧跟韩女步伐 ,"['没关系', '我会', '紧跟', '韩女', '步伐', ' ']",0
腐败渗透，从封闭开始就觉得这届（宏观）世界有问题没什么手腕一心搞经济，两耳不闻窗外事 ,"['腐败', '渗透', '封闭', '觉得', '这届', '宏观', '世界', '问题', '没什么', '手腕', '一心', '搞', '经济', '两耳不闻', '窗外事', ' ']",0
这破地方真的是一点也不想呆下去了 ,"['这破', '地方', '真的', '一点', '也', '不想', '呆', '下去', ' ']",0
虐待罪已经是法院在一定程度上认可了这份婚姻关系成立，这也非常荒谬得成为了董志民降格处罚的依据。拐卖收买妇女而形成的婚姻关系，即使是经过了婚姻机关登记，其合法性真的应该被认可吗？其实能拥有一个结果已经是一种进步，至少证明人发出的声音是能够冲破很多障碍的。但我还是对这样不公的结果表示难过。,"['虐待', '罪', '已经', '法院', '一定', '程度', '认可', '这份', '婚姻关系', '成立', '也', '非常', '荒谬', '成为', '董', '志民', '降格', '处罚', '拐卖', '收买', '妇女', '形成', '婚姻关系', '婚姻', '机关', '登记', '合法性', '真的', '应该', '认可', '其实', '拥有', '一个', '已经', '一种', '进步', '至少', '证明', '发出', '声音', '能够', '冲破', '很多', '障碍', '不公', '表示', '难过']",-37.0
不得好死的畜生只是被关了九年 ,"['不得好死', '畜生', '被关', '九年', ' ']",-9.0
那些大老远能拍清楚明星的站姐，能不能找个地方给我们看看她在医院里的现状啊 ,"['大老远', '拍', '清楚', '明星', '站姐', '不能', '找个', '地方', '看看', '医院', '里', '现状', ' ']",0
才几年啊呸人渣就应该是死刑！ ,"['几年', '人渣', '应该', '死刑', ' ']",-9.0
想吐🤮 ,"['想', '吐', '🤮', ' ']",0
昨天写了下自己想法，不要忘记为什么学法律 ,"['昨天', '写', '想法', '不要', '忘记', '为什么', '学', '法律', ' ']",0
【：】4月7日，江苏省徐州市中级人民法院对“丰县生育八孩女子”事件相关案件一审宣判，生育八个子女的小花梅，其“丈夫”董志民犯虐待罪和非法拘禁罪，被判处有期徒刑九年。其他参与拐卖小花梅的7人中，时立中、桑合妞等5人被判处八年到十三年不等的有期徒刑，另有两人因情节较轻未予追诉。值得一提的是，1998年参与拐卖小花梅的7人，他们的拐卖行为已经超过了追诉期，但是为了从严打击拐卖妇女犯罪，按照规定报请最高人民检察院核准后，徐州市人民检察院对在拐卖妇女犯罪中作用较大、情节严重的5人进行追诉。不出意外，这起案件将在今天划上句号。但是，案件披露的一些细节，却让我们如鲠在喉，不吐不快。这起案件的审判长、徐州市中级人民法院副院长姚辉介绍，经审理查明，董志民对小花梅有病不送医治疗，不顾其身体状况致其连续怀孕生育。而且在2017年7月至案发前，董志民还对小花梅实施了布条绳索捆绑、铁链锁脖等虐待、拘禁行为。其间，小花梅的饮食起居得不到正常保障，时常挨饿受冻，居住场所无水、电、阳光，生活环境恶劣，导致小花梅精神疾病不断加重，人身健康遭受重大伤害。董志民对小花梅的非人虐待，长达四年半之久，这些行为已经严重冲击了社会的道德底线。四年半的时间，为什么没有被及时发现并制止？去年2月，时任事发地丰县欢口镇的党委书记反思：之前没听到过此事，任职五年没去过一次董集村（事发所在村）。针对这件事，当时有17名党员、干部和公职人员因失职渎职行为被处理。习近平总书记多次讲过，“当县委书记一定要跑遍所有的村，当市委书记一定要跑遍所有的乡镇，当省委书记一定要跑遍所有的县市区。”按照这个要求，作为乡镇干部和村干部，对乡镇辖区和村辖区的每家每户，应该做到怎么样的熟悉程度，这事不难判断。而对辖区内的人和事都了然于胸，小花梅这样的事就不会再发生。——,"['4', '月', '7', '日', '江苏省', '徐州市', '中级', '人民法院', '丰县', '生育', '八孩', '女子', '事件', '相关', '案件', '一审', '宣判', '生育', '八个', '子女', '小花', '梅', '丈夫', '董', '志民', '犯', '虐待', '罪', '非法拘禁', '罪', '判处', '有期徒刑', '九年', '参与', '拐卖', '小花', '梅', '7', '人中', '时立', '中', '桑合', '妞', '5', '判处', '八年', '十三年', '有期徒刑', '另有', '两人', '情节', '轻', '未予', '追诉', '值得一提的是', '1998', '年', '参与', '拐卖', '小花', '梅', '7', '拐卖', '行为', '已经', '超过', '追诉', '期', '从严', '打击', '拐卖妇女', '犯罪', '规定', '报请', '最高人民检察院', '核准', '徐州市', '人民检察院', '拐卖妇女', '犯罪', '中', '作用', '较大', '情节严重', '5', '进行', '追诉', '不出意外', '这起', '案件', '今天', '划', '句号', '案件', '披露', '细节', '如鲠在喉', '不吐', '不快', '这起', '案件', '审判长', '徐州市', '中级', '人民法院', '副', '院长', '姚辉', '介绍', '审理', '查明', '董', '志民', '小花', '梅有', '病', '送医', '治疗', '不顾', '身体状况', '致其', '连续', '怀孕', '生育', '2017', '年', '7', '月', '案发前', '董', '志民', '小花', '梅', '实施', '布条', '绳索', '捆绑', '铁链', '锁', '脖', '虐待', '拘禁', '行为', '其间', '小花', '梅', '饮食起居', '得不到', '正常', '保障', '时常', '挨饿受冻', '居住', '场所', '无水', '电', '阳光', '生活', '环境恶劣', '导致', '小花', '梅', '精神疾病', '不断', '加重', '人身', '健康', '遭受', '重大', '伤害', '董', '志民', '小花', '梅', '非人', '虐待', '长', '达', '四年', '半之久', '行为', '已经', '严重', '冲击', '社会', '道德', '底线', '四年', '半', '时间', '为什么', '没有', '及时发现', '制止', '去年', '2', '月', '时任', '事发', '丰县', '欢', '口镇', '党委书记', '反思', '之前', '没听到过', '此事', '任职', '五年', '没', '去过', '一次', '董集村', '事发', '村', '这件', '事', '当时', '17', '名', '党员', '干部', '公职人员', '失职', '渎职', '行为', '处理', '习近平', '总书记', '多次', '讲过', '县委书记', '一定', '跑遍', '村', '市委书记', '一定', '跑遍', '乡镇', '省委书记', '一定', '跑遍', '县市区', '要求', '乡镇干部', '村干部', '乡镇', '辖区', '村', '辖区', '每家每户', '应该', '做到', '怎么样', '熟悉', '程度', '事', '不难', '判断', '辖区', '人和事', '了然于胸', '小花', '梅', '事', '不会', '再', '发生']",-51.0
限流是吧热搜都撤了判得离谱还不让人说？ 买热搜的不是娱乐明星而是你们这群急于把这些自己做的脏事掩藏的烂人 ,"['限流', '热', '搜', '撤', '判得', '离谱', '不让', '说', ' ', '买', '热', '搜', '娱乐', '明星', '这群', '急于', '做', '脏事', '掩藏', '烂', ' ']",-5.0
罗翔老师在《我为什么还是主张提高收买妇女儿童罪的刑罚？》一文中引用了一句法谚“如果天塌下来，正义才能得到实现，那就塌吧”       以罗翔老师为代表的“修改派”认为，应当提高该罪的刑罚，并且实现“买卖同罚”即应将收买被拐卖的妇女、儿童罪的刑罚，提高至与拐卖妇女、儿童罪相同罗翔老师分别在《走出盲山：关于提高收买妇女儿童罪法定刑的建议》《我为什么还是主张提高收买妇女儿童罪的刑罚？》两篇文章中坚定的认为，应当提高收买被拐卖的妇女、儿童罪的刑罚。,"['罗翔', '老师', '为什么', '主张', '提高', '收买', '妇女儿童', '罪', '刑罚', '一文', '中', '引用', '一句', '法谚', '天塌下来', '正义', '得到', '实现', '塌', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '以罗翔', '老师', '代表', '修改', '派', '认为', '应当', '提高', '该罪', '刑罚', '实现', '买卖', '同罚', '即应', '收买', '拐卖', '妇女', '儿童', '罪', '刑罚', '提高', '拐卖妇女', '儿童', '罪', '相同', '罗翔', '老师', '走出', '盲山', '提高', '收买', '妇女儿童', '罪', '法定', '刑', '建议', '为什么', '主张', '提高', '收买', '妇女儿童', '罪', '刑罚', '两篇', '文章', '中', '坚定', '认为', '应当', '提高', '收买', '拐卖', '妇女', '儿童', '罪', '刑罚']",-35.0
没什么好说的，只能说别结婚 ,"['没什么', '说', '只能', '说别', '结婚', ' ']",0
只配流放缅甸赎罪，坐牢说不定比他在外面更滋润？出来八个小孩直接接盘供养他了。 ,"['只配', '流放', '缅甸', '赎罪', '坐牢', '说不定', '外面', '更', '滋润', '八个', '小孩', '直接', '接盘', '供养', ' ']",3.0
我要提醒自己，再也不做好人好事啊 这世界不配，恶人的天下 ,"['我要', '提醒', '再也', '做', '好人好事', ' ', '世界', '不配', '恶人', '天下', ' ']",-7.0
这... ,"['...', ' ']",0
震撼到说不出话了…… ,"['震撼', '说不出', '话', ' ']",0.0
法律不是一成不变的，适当加强惩罚力度是最好的保护！ ,"['法律', '一成不变', '适当', '加强', '惩罚', '力度', '最好', '保护', ' ']",6.0
…还有活路吗这个世界 ,"['活路', '世界', ' ']",0
我看了一下法院一审判决结果，董志民因犯虐待罪、非法拘禁罪，共计被判刑九年。另有五个犯有拐卖妇女罪的人，分别被判数十年不等。这个案件的核心问题是，由于案发时间久远，涉及刑法“追诉时效期限”的问题。所谓“追诉时效期限”问题，是指法律并不会无期限保护民众权利，而是存在一定的保护期限。简单来讲可以归纳为：如果你所犯的罪，最高刑期不超过五年的，则当案件发生经过五年后，不再追究；如果最高刑期超过五年，但是少于十年的，则经过十年后，不再追究；如果为十年以上的，则经过十五年后，不再追究；如果是无期徒刑、死刑的，经过二十年后，不再追究。如果经过二十年后认为必须追究的，经过最高检察院核准后才可以追究。当然，这个规定有个例外，即假设你的案件已经被公检法机关立案，只是因为条件所限没能破案，则不受上面这个“追诉时效期限”的约束，即不管经过多少年，只要被抓捕归案，仍要追究法律责任。法律之所以规定“追诉时效期限”，有很多原因。比如，为了督促当事人尽快主张权利，在受到侵害后尽快报案，或者为了方便查明案件情况，以防案发时间过长后证据湮灭无法查找，或者为了维持社会秩序的相对稳定，以免社会秩序某些方面长期处于一种不稳定状态，或者为了提升办案的经济效能，以防将有限的司法资源投入到非常久远且难以查明的案件中。总之一句话，正义的实现有其经济成本。当整个司法机关开始运转并办理某个案件时，成本开始产生。而对于一个案件来讲，时间越近，越容易查明，办案成本越小。反之，则成本越高。从这个概念引申出来的另外一个概念是，法律不是万能的。法律的作用，相对有限。法律只能尽量覆盖到社会的每一个人，但是无法覆盖到社会的每一个人。法律作用的有限性，来源于社会资源的有限性。由于法律是社会资源有限性下的妥协产物，所以到了某些个案中，我们可能发现，某些个案的公平正义，可能并没有完全实现。比如，在这个丰县的案件中，董志民收买被拐卖妇女的罪，没有被追诉。主要是因为，这个犯罪行为的案发时间过于久远，超过了“追诉时效期限”。另外，买卖是否应该同罪，也是一个老生常谈的问题。按照目前法律规定，拐卖妇女的量刑相对较重，但是收买被拐卖妇女的量刑，相对较轻。公众比较关心的视角是，为什么不能实行买卖同罪？从理论上来讲，这也涉及法律向现实妥协的问题。因为对于被收买的妇女来讲，她们的人身安全和自由基本都被掌控在收买人手里。如果他们发现自己的罪行很重，甚至最高到死刑，在极端情况下他们可能会选择杀人灭口，湮灭证据。法律给了他们相对较轻的量刑后，可以方便解救被拐卖妇女，在某种意义上保全她们的生命。佛说，浪子回头金不换，放下屠刀立地成佛。从某些方面来讲，这个世界确实不太公平。恶人放下屠刀后，便立地成佛了，但好人偶尔犯错后，可能会遭受长期的非议和指责。这就是现实。,"['一下', '法院', '一审判决', '董', '志民', '因犯', '虐待', '罪', '非法拘禁', '罪', '共计', '判刑', '九年', '另有', '五个', '犯有', '拐卖妇女', '罪', '被判', '数十年', '案件', '核心', '问题', '案发', '时间', '久远', '涉及', '刑法', '追诉时效', '期限', '问题', '所谓', '追诉时效', '期限', '问题', '指', '法律', '不会', '期限', '保护', '民众', '权利', '存在', '一定', '保护', '期限', '简单', '来讲', '归纳', '所犯', '罪', '最高', '刑期', '超过', '五年', '案件', '发生', '五年', '不再', '追究', '最高', '刑期', '超过', '五年', '少于', '十年', '十年', '不再', '追究', '十年', '十五年', '不再', '追究', '无期徒刑', '死刑', '二十年', '不再', '追究', '二十年', '认为', '必须', '追究', '最高', '检察院', '核准', '追究', '规定', '有个', '例外', '假设', '案件', '已经', '公检法', '机关', '立案', '条件', '所限', '没能', '破案', '不受', '上面', '追诉时效', '期限', '约束', '年', '抓捕归案', '追究', '法律责任', '法律', '规定', '追诉时效', '期限', '很多', '原因', '督促', '当事人', '尽快', '主张', '权利', '侵害', '尽快', '报案', '方便', '查明', '案件', '情况', '以防', '案发', '时间', '过长', '证据', '湮灭', '无法', '查找', '维持', '社会秩序', '相对', '稳定', '社会秩序', '方面', '长期', '处于', '一种', '稳定', '状态', '提升', '办案', '经济', '效能', '以防', '有限', '司法', '资源', '投入', '非常', '久远', '难以', '查明', '案件', '中', '一句', '话', '正义', '实现', '经济', '成本', '整个', '司法机关', '开始运转', '办理', '案件', '时', '成本', '产生', '一个', '案件', '来讲', '时间', '越近', '越', '容易', '查明', '办案', '成本', '越小', '成本', '越高', '概念', '引申', '一个', '概念', '法律', '万能', '法律', '作用', '相对', '有限', '法律', '只能', '尽量', '覆盖', '社会', '一个', '无法', '覆盖', '社会', '一个', '法律', '作用', '有限性', '来源于', '社会', '资源', '有限性', '法律', '社会', '资源', '有限性', '妥协', '产物', '个案', '中', '可能', '发现', '个案', '公平正义', '可能', '没有', '完全', '实现', '丰县', '案件', '中', '董', '志民', '收买', '拐卖妇女', '罪', '没有', '追诉', '主要', '是因为', '犯罪行为', '案发', '时间', '过于', '久远', '超过', '追诉时效', '期限', '买卖', '是否', '应该', '同罪', '也', '一个', '老生常谈', '问题', '目前', '法律', '规定', '拐卖妇女', '量刑', '相对', '重', '收买', '拐卖妇女', '量刑', '相对', '轻', '公众', '比较关心', '视角', '为什么', '不能', '实行', '买卖', '同罪', '理论', '来讲', '也', '涉及', '法律', '现实', '妥协', '问题', '收买', '妇女', '来讲', '人身安全', '自由', '基本', '掌控', '收买', '手里', '发现自己', '罪行', '重', '最高', '死刑', '极端', '情况', '可能', '会', '选择', '杀人灭口', '湮灭证据', '法律', '相对', '较轻', '量刑', '方便', '解救', '拐卖妇女', '某种意义', '保全', '生命', '佛说', '浪子回头金不换', '放下屠刀', '立地成佛', '方面', '来讲', '世界', '确实', '不太', '公平', '恶人', '放下屠刀', '便', '立地成佛', '好人', '偶尔', '犯错', '可能', '会', '遭受', '长期', '非议', '指责', '现实']",-43.0
